Account ID,Org Name,Wastewater network ID,Wastewater network/plant name,W-A2 Total length of wastewater pipes (km),W-A2 Reason not available,W-A2 Data confidence,W-A7 Wastewater treatment processes - highest level,W-A8 Receiving environment for treated wastewater,W-A9 Volume of wastewater treated at treatment plant (m3/year),W-A9 Reason not available,W-A9.1 Average nominal flows (L/s),W-A9.1 Reason not available,W-A9.2 Average peak flows (L/s),W-A9.2 Reason not available,W-A9.3 Reason for peak flow,W-A10 Volume of trade waste treated (m3/year),W-A10 Reason not available,W-A11 Volume of septage imported for treatment (m3/year),W-A11 Reason not available,W-A12 Volume of treated wastewater applied to land (m3/year),W-A12 Reason not available,W-A7 to W-A12 Data confidence,W-EH1 Number of residential connections,W-EH1 Reason not available,W-EH1 Method of determining connections,W-EH2 Number of non-residential connections,W-EH2 Reason not available,W-EH2 Method of determining connections,W-EH3 Total population served by the wastewater network,W-EH3 Reason not available,W-EH1 to W-EH3 Data confidence,W-EH4 Number of resource consents held for WW network,W-EH4 Reason not available,W-EH9 WW overflow regulation approach under local regional plan,W-EH9 Comments,W-EH4 to W-EH9 Data confidence,W-EH20 WWTP peak flow to nominal flow ratio,W-EH20 Reason not available,W-EH21 Design standards for calculating WW overflow capacity,W-EH21 Comments,W-EH22 Levels of service for preventing WW overflows due to stormwater (%),W-EH22 Comments,W-EH21 to W-EH23 Data confidence,W-RE3 Wastewater treatment wetland emissions (tCO2e/year),W-RE3 Reason not available,W-RE4 Wastewater effluent disposal emissions (tCO2e/year),W-RE4 Reason not available,W-RE5 Wastewater sludge treatment emissions (tCO2e/year),W-RE5 Reason not available,W-RE6 Wastewater sludge disposal emissions (tCO2e/year),W-RE6 Reason not available,W-RE3 to W-RE6 Data confidence,W-RE7 Production of biosolids (m3),W-RE7 Reason not available,W-RE8 % of dry solids in biosolids,W-RE8 Reason not available,W-RE9 % disposal of biosolids to onsite stockpile,W-RE9 Reason not available,W-RE10 Disposal of biosolids to landfill (tonnes),W-RE10 Reason not available,W-RE11 Disposal of biosolids composting and reuse (tonnes),W-RE11 Reason not available,W-RE11 Biosolids reuse - how and where,W-RE12 Disposal of biosolids to other routes (tonnes),W-RE12 Reason not available,W-RE13 Last year plant or pond was desludged (yyyy),W-RE13 Reason not available,W-RE7 to W-RE13 Data confidence
ACC-00008504,Timaru District Council,WWN-00346,Timaru - Industrial,8,,5 - Highly Reliable,Pre-treatment,Marine,2644010,,291,,1667,,Other (Please identify in the comments section),2644010,,13954,,0,Measure Not Applicable,5 - Highly Reliable,0,,Measure Not Applicable,14,,Other (Please identify in the comments section),,Measure Not Applicable,4 - Reliable,21,,Data Not Available,"Minimal overflows due to equipment faliure, blockages and network capacity.",5 - Highly Reliable,5.7,,Internal code of practice,TDC Infrastructure Design Standards and NZS 4404,0,No stormwater ingression in the system.,5 - Highly Reliable,,Data Not Available,,Data Not Available,,Data Not Available,0,Measure Not Applicable,5 - Highly Reliable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,,0,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable
ACC-00001016,Waikato District Council,WWN-00347,Huntly,72,,4 - Reliable,Secondary,River,778531,,,Data Not Available,25,,Significant Weather Events,,Data Not Available,,Data Not Available,0,Measure Not Applicable,4 - Reliable,3151,,Number of connections known,60,,Number of metered connections,8508,,4 - Reliable,5,,Prohibited activity under regional plan,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Regional infrastructure technical specifications.,30,"CCTV, undergoing I&I investigations, investigations of lines close to the Waikato River to prevent infiltration of high river levels. Manholes sealing in Huntly on Venna Fry Lane, an area impacted heavily by high river levels.",4 - Reliable,,Measure Not Applicable,33,,,Measure Not Applicable,,Measure Not Applicable,2 - Uncertain,413,,6,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,2020,,3 - Less Reliable
ACC-00001016,Waikato District Council,WWN-00348,Maramarua,1,,4 - Reliable,Secondary,Land,844,,,Data Not Available,0,,Significant Weather Events,,Data Not Available,,Data Not Available,844,,4 - Reliable,7,,Number of connections known,0,,Number of metered connections,19,,4 - Reliable,1,,Prohibited activity under regional plan,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Regional infrastructure technical specifications.,,"CCTV, I&I investigations and smoke testing where SW is suspected to be infiltrating the WW (2026/27).",4 - Reliable,,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,2 - Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable
ACC-00001016,Waikato District Council,WWN-00349,Matangi,2,,4 - Reliable,Secondary,Land,10374,,,Data Not Available,0,,Significant Weather Events,,Data Not Available,,Data Not Available,8514,,4 - Reliable,57,,Number of connections known,1,,Number of metered connections,154,,4 - Reliable,1,,Prohibited activity under regional plan,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Regional infrastructure technical specifications.,,"CCTV, I&I investigations coinciding with smoke testing where SW is suspected to be infiltrating WW network (2026/27).",4 - Reliable,,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,2 - Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable
ACC-00001016,Waikato District Council,WWN-00350,Meremere,7,,4 - Reliable,Tertiary,River,55325,,,Data Not Available,2,,Significant Weather Events,,Data Not Available,,Data Not Available,0,Measure Not Applicable,4 - Reliable,233,,Number of connections known,1,,Number of metered connections,630,,4 - Reliable,2,,Prohibited activity under regional plan,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Regional infrastructure technical specifications.,,"CCTV, undergoing I&I investigations with the aim to survey 100% of the WW network in 2025/26.",4 - Reliable,,Measure Not Applicable,2,,,Measure Not Applicable,,Measure Not Applicable,2 - Uncertain,43,,10,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,3 - Less Reliable
ACC-00001016,Waikato District Council,WWN-00351,Ngaruawahia,52,,4 - Reliable,Secondary,River,771290.916,,,Data Not Available,24,,Significant Weather Events,,Data Not Available,,Data Not Available,0,Measure Not Applicable,4 - Reliable,3085,,Number of connections known,60,,Number of metered connections,8330,,4 - Reliable,5,,Prohibited activity under regional plan,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Regional infrastructure technical specifications.,30,"CCTV, undergoing I&I investigations, investigations of lines within close proximity to the Waikato River to prevent infiltration of high river levels.",4 - Reliable,,Measure Not Applicable,52,,,Measure Not Applicable,,Measure Not Applicable,2 - Uncertain,425,,6,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,2022,,3 - Less Reliable
ACC-00001016,Waikato District Council,WWN-00352,Raglan,62,,4 - Reliable,Secondary,Marine,460664,,,Data Not Available,15,,Significant Weather Events,,Data Not Available,,Data Not Available,0,Measure Not Applicable,4 - Reliable,2352,,Number of connections known,24,,Number of metered connections,6351,,4 - Reliable,4,,Prohibited activity under regional plan,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Regional infrastructure technical specifications.,75,"CCTV, manhole sealing and rehabilitation works in the Wallis St, Lorenzen Bay, Daisy St areas which has reduced saline intrusion.",4 - Reliable,,Measure Not Applicable,42,,,Measure Not Applicable,,Measure Not Applicable,2 - Uncertain,466,,10,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,3 - Less Reliable
ACC-00001016,Waikato District Council,WWN-00353,Tauwhare,1,,4 - Reliable,Secondary,Land,9901,,,Data Not Available,0,,Significant Weather Events,,Data Not Available,,Data Not Available,9901,,4 - Reliable,46,,Number of connections known,0,,Number of metered connections,125,,4 - Reliable,1,,Prohibited activity under regional plan,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Regional infrastructure technical specifications.,,"CCTV, I&I investigations coinciding with smoke testing where SW is suspected to be infiltrating the WW (2026/27).",4 - Reliable,,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,2 - Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable
ACC-00001016,Waikato District Council,WWN-00355,Te Kowhai,16,,4 - Reliable,Secondary,Land,831,,,Data Not Available,0,,Significant Weather Events,,Data Not Available,,Data Not Available,831,,4 - Reliable,20,,Number of connections known,0,,Number of metered connections,54,,4 - Reliable,1,,Prohibited activity under regional plan,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Regional infrastructure technical specifications.,,"CCTV, I&I investigations coinciding with smoke testing where SW is suspected to be infiltrating the WW (2026/27).",4 - Reliable,,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,2 - Uncertain,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable
ACC-00008589,Waimakariri District Council,WWN-00356,Eastern Districts,410,,4 - Reliable,Tertiary,Marine,4511381.317,,136,,430,,Significant Weather Events,129560,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,13662,,Estimation by residential buildings,552,,Estimation by non-residential buildings,34163,,4 - Reliable,8,,,"The discharge of untreated sewage onto or into land in circumstances where a contaminant may enter water or into surface water, a wetland or groundwater, as a result of a spill, overflow, or equipment failure, is a non-complying activity.",5 - Highly Reliable,3.161764706,,Internal code of practice,"Engineering Code of Practice, peaking factor as function of the number of dwellings.",18,"Any rainfall up to a 1 in 5 year event
for areas designed after 1999 (AEP)",5 - Highly Reliable,,Measure Not Applicable,137,,,Measure Not Applicable,631,,4 - Reliable,461,Data Not Available,36,,100,,0,,,Measure Not Applicable,,0,,2016,,4 - Reliable
ACC-00008589,Waimakariri District Council,WWN-00356,Eastern Districts,152,,4 - Reliable,Tertiary,Marine,1751013.081,,56,,208,,Significant Weather Events,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,4154,,Estimation by residential buildings,70,,Estimation by non-residential buildings,10385,,4 - Reliable,4,,,"The discharge of untreated sewage onto or into land in circumstances where a contaminant may enter water or into surface water, a wetland or groundwater, as a result of a spill, overflow, or equipment failure, is a non-complying activity.",5 - Highly Reliable,3.714285714,,Internal code of practice,"Engineering Code of Practice, peaking factor as function of the number of dwellings.",18,"Any rainfall up to a 1 in 5 year event
for areas designed after 1999 (AEP)",5 - Highly Reliable,,Measure Not Applicable,102,,,Measure Not Applicable,203,,4 - Reliable,58,Data Not Available,36,,100,,0,,,Measure Not Applicable,,0,,2018,,4 - Reliable
ACC-00008589,Waimakariri District Council,WWN-00357,Oxford,30,,4 - Reliable,Tertiary,Land,212162.136,,6,,35,,Significant Weather Events,,Measure Not Applicable,,Measure Not Applicable,191961,,4 - Reliable,871,,Estimation by residential buildings,36,,Estimation by non-residential buildings,2178,,4 - Reliable,3,,,"The discharge of untreated sewage onto or into land in circumstances where a contaminant may enter water or into surface water, a wetland or groundwater, as a result of a spill, overflow, or equipment failure, is a non-complying activity.",5 - Highly Reliable,5.833333333,,Internal code of practice,"Engineering Code of Practice, peaking factor as function of the number of dwellings.",18,"Any rainfall up to a 1 in 5 year event
for areas designed after 1999 (AEP)",5 - Highly Reliable,,Measure Not Applicable,12,,,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,4923,Data Not Available,3.9,,0,,0,,,Measure Not Applicable,,49,,,Measure Not Applicable,4 - Reliable
ACC-00001017,Waimate District Council,WWN-00358,Waimate,44,,3 - Less Reliable,Secondary,Land,1059055,,6,,161,,Data Not Available,,Data Not Available,1583,,288240,,1 - Very Uncertain,1656,,Estimation by residential buildings,192,,Estimation by non-residential buildings,3467,,3 - Less Reliable,4,,Data Not Available,Resource consent is required but no consent held.  Wet weather overflows from the reticulated network require resource consent as a non-complying activity based on Rule 5.87 in the CLWRP.,5 - Highly Reliable,27,,Other (Please identify in the comments section),"Average nominal flow is 1,300m3/day with a peaking factor of between 4 & 6.",,,1 - Very Uncertain,0,,,Data Not Available,,Data Not Available,0,,1 - Very Uncertain,0,,,Measure Not Applicable,,Measure Not Applicable,0,,0,,,0,,2021,,5 - Highly Reliable
ACC-00008578,Waipa District Council,WWN-00359,Cambridge,193,,4 - Reliable,Tertiary,River,1845558,,64,,129,,Seasonal Changes,,Data Not Available,11064,,0,,5 - Highly Reliable,7694,,Other (Please identify in the comments section),159,,Other (Please identify in the comments section),22351,,5 - Highly Reliable,11,,,Prohibited activity under regional plan,5 - Highly Reliable,2.01,,Internal code of practice,,,Was unable to find this data,1 - Very Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,5 - Highly Reliable,,Data Not Available,15,,0,,0,,1728.83,,Mynoke Vermiculture,0,,2020,,5 - Highly Reliable
ACC-00008578,Waipa District Council,WWN-00360,Te Awamutu,167,,4 - Reliable,Tertiary,River,1887061,,218,,497,,Seasonal Changes,,Data Not Available,0,,0,,5 - Highly Reliable,6291,,Other (Please identify in the comments section),155,,Other (Please identify in the comments section),17611,,5 - Highly Reliable,2,,,Prohibited activity under regional plan,5 - Highly Reliable,2.27,,Internal code of practice,,,Was unable to find this data,1 - Very Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,5 - Highly Reliable,,Data Not Available,15,,0,,0,,2348.22,,Mynoke Vermiculture,0,,,Measure Not Applicable,5 - Highly Reliable
ACC-00008575,Wairoa District Council,WWN-00361,Tuai,5,,4 - Reliable,Secondary,River,10929,,,,,,,0,,0,,0,,2 - Uncertain,54,,Estimation by residential buildings,2,,Estimation by non-residential buildings,150,,2 - Uncertain,1,,,Discretionary.  No consents held.  No option for this in previous column,5 - Highly Reliable,1,,Data Not Available,"Hydraulic capacity of pipes to the WWTP limits peak flows.  Old scheme, no data could be found on design",,Not measured,1 - Very Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Data Not Available,,Data Not Available,0,,,,0,,,0,,,Measure Not Applicable,4 - Reliable
ACC-00008575,Wairoa District Council,WWN-00362,Wairoa,37,,4 - Reliable,Secondary,River,,,,,,,,,Data Not Available,,Data Not Available,0,,2 - Uncertain,1522,,Estimation by residential buildings,346,,Estimation by non-residential buildings,4000,,2 - Uncertain,5,,,Discretionary.  Consents held.  No option for this in previous column,5 - Highly Reliable,3,,Other (Please identify in the comments section),Original design used 4.0 peaking factor for DWF of 1800 m3/d. Peaking factor for 2013-17 (shown in cell L24) is 3.0.  Pump capacity limitations now.  What is this value???  Also the WWTP outfall discharge is hydraulically limited to 664 m3/h. Actual DWF is 1650 m3/d?,,Not measured,1 - Very Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,1 - Very Uncertain,,Data Not Available,,Data Not Available,0,,,,0,,,0,,2025,,5 - Highly Reliable
ACC-00008499,Waitaki District Council,WWN-00363,Duntroon,0,,5 - Highly Reliable,Secondary,Land,,Data Not Available,,Data Not Available,,Data Not Available,Data Not Available,0,,0,Measure Not Applicable,,Data Not Available,5 - Highly Reliable,10,,Other (Please identify in the comments section),0,,Other (Please identify in the comments section),24,,3 - Less Reliable,1,,,,,,Data Not Available,NZS4404,NZ 4404:2010 5.3.5.1 250l per person per day,,target is no flooding of habitable floors including basements,,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,2 - Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,2 - Uncertain
ACC-00008499,Waitaki District Council,WWN-00364,Kurow,8,,5 - Highly Reliable,Secondary,Land,30451,,1,,7,,Significant Weather Events,,Data Not Available,0,Measure Not Applicable,31712,,4 - Reliable,205,,Other (Please identify in the comments section),40,,Other (Please identify in the comments section),366,,3 - Less Reliable,1,,,,,7,,NZS4404,NZ 4404:2010 5.3.5.1 250l per person per day,,target is no flooding of habitable floors including basements,,65,,,,,Data Not Available,,,2 - Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,2021,,2 - Uncertain
ACC-00008499,Waitaki District Council,WWN-00365,Lake Ohau Alpine Village,17,,5 - Highly Reliable,Secondary,Land,,Data Not Available,,Data Not Available,,Data Not Available,Data Not Available,0,,0,Measure Not Applicable,,Data Not Available,5 - Highly Reliable,65,,Other (Please identify in the comments section),0,,Other (Please identify in the comments section),54,,3 - Less Reliable,1,,,,,,Data Not Available,NZS4404,NZ 4404:2010 5.3.5.1 250l per person per day,,target is no flooding of habitable floors including basements,,13,,,Data Not Available,,Data Not Available,,,2 - Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,2021,,2 - Uncertain
ACC-00008499,Waitaki District Council,WWN-00366,Moeraki,15,,5 - Highly Reliable,Secondary,Land,20057,,1,,2,,Data Not Available,,Data Not Available,0,Measure Not Applicable,20206,,4 - Reliable,161,,Other (Please identify in the comments section),7,,Other (Please identify in the comments section),108,,3 - Less Reliable,2,,,,,2,,NZS4404,NZ 4404:2010 5.3.5.1 250l per person per day,,target is no flooding of habitable floors including basements,,19,,,,,Data Not Available,,,2 - Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,2021,,2 - Uncertain
ACC-00008499,Waitaki District Council,WWN-00369,Oamaru,142,,5 - Highly Reliable,Secondary,River,1952778,,62,,204,,Significant Weather Events,,Data Not Available,10823.2,,1865956,,4 - Reliable,5744,,Other (Please identify in the comments section),564,,Other (Please identify in the comments section),14828,,3 - Less Reliable,4,,,,,3,,NZS4404,NZ 4404:2010 5.3.5.1 250l per person per day,,target is no flooding of habitable floors including basements,,5646,,,,,Data Not Available,,,2 - Uncertain,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,Data Not Available,,,Data Not Available,2021,,2 - Uncertain
