Account ID,Org Name,Supply ID,Supply name,D-A5 Length of pipe in network (km),D-A5 Reason not available,D-A6 Number of drinking water abstraction points,D-A6 Reason not available,D-A7 Main drinking water network source type,D-A7 Comments,D-EH1.1 Number of residential connections,D-EH1.1 Reason not available,D-EH1.1 Method of determining connections,D-EH1.1 Comments,D-EH1.2 Number of residential units,D-EH1.2 Reason not available,D-EH1.2 Method of determining units,D-EH1.2 Comments,D-EH2.1 Number of non-residential connections,D-EH2.1 Reason not available,D-EH2.1 Method of determining connections,D-EH2.1 Comments,D-EH2.2 Number of non-residential units,D-EH2.2 Reason not available,D-EH2.2 Method of determining units,D-EH2.2 Comments,D-EH3 Total population served,D-EH3 Reason not available,D-A5 to D-EH3 Data confidence,D-EH4 Total volume of water supplied to network (m3/year),D-EH4 Reason not available,D-EH7 Volume of non-residential water use (m3/year),D-EH7 Reason not available,D-EH4 and D-EH7 Data confidence,D-EH8 Number of resource consents held,D-EH8 Reason not available,D-EH8 Data confidence,D-EH17 Amount of sludge produced (tonnes/year),D-EH17 Reason not available,D-EH20.1 Disposal route for sludge,D-EH20.1 Comments,D-EH20.1 Reason not available,D-EH18 Amount of backwash water used (m3/year),D-EH18 Reason not available,D-EH20.2 Disposal route for backwash water,D-EH20.2 Comments,D-EH20.2 Reason not available,D-EH19 Amount of screenings removed (tonnes/year),D-EH19 Reason not available,D-EH20.3 Disposal route for screenings,D-EH20.3 Comments,D-EH20.3 Reason not available,D-EH17 to D-EH20.3 Data confidence,D-EH21 Fish passage impeded assessment,D-EH21 Comments,D-EH22 Processes to prevent fish ingress,D-EH22 Comments,D-EH21 to D-EH22 Data confidence,D-R15 Average system pressure (kPa),D-R15 Reason not available,D-R16 Reference level for water pressure set?,D-R17 Reference level for water pressure (kPa),D-R17 Reason not available,D-R18 Number of properties below reference pressure level,D-R18 Reason not available,D-R15 to D-R18 Data confidence,D-RE1 Total drinking water loss across network (m3/year),D-RE1 Includes private water loss?,D-RE1 Reason not available,D-RE2.1 Current annual real loss - CARL (m3/year),D-RE2.1 Reason not available,D-RE2.2 Unavoidable annual real losses - UARL (m3/year),D-RE2.2 Reason not available,D-RE3 Infrastructure leakage index - ILI,D-RE1 to D-RE3 Data confidence,D-RE4 Median residential water consumption (L/connection/day),D-RE4 Reason not available,D-RE4 Data confidence
ACC-00008549,Palmerston North City Council,PAL001,Palmerston North,773,,10,,Lake,,24602,,Number of metered connections,,32456,,Number of connections known,,1273,,Number of metered connections,,1852,,Number of connections known,,72284,,5 - Highly Reliable,10298246,,2228092,,5 - Highly Reliable,5,,5 - Highly Reliable,58,,Other (Please identify in the comments section),Backwash and clarifier sludge is settled in lamella clarifier. Sludge is pumped to WWTP.,,127714,,Freshwater,Backwash and clarifier sludge is settled in lamella clarifier. Supernatant discharged to stream.,,0,Data Not Available,Data Not Available,Not measured,Data Not Available,4 - Reliable,Yes,,Yes,,5 - Highly Reliable,468,,Yes,350,,,Data Not Available,3 - Less Reliable,1729194,Yes,,1670372,,604005,,2.8,2 - Uncertain,511,,2 - Uncertain
ACC-00001187,Papakura,PAP001,Papakura,528,,,Measure Not Applicable,River/stream/creek,,24145,,Number of metered connections,,24145,,Other (Please identify in the comments section),,1343,,Number of metered connections,,1343,,Number of metered connections,,75573,,4 - Reliable,8519028,,1917184,,4 - Reliable,,Measure Not Applicable,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,630,,Yes,200,,0,,4 - Reliable,1545665,No,,1107297,,687420,,1.6,4 - Reliable,441,,4 - Reliable
ACC-00008584,Queenstown Lakes District Council,ARR001,Arrowtown,47,,3,,Bore,,1350,,Other (Please identify in the comments section),Rateable data base,1629,,Other (Please identify in the comments section),Rateable data base,44,,Other (Please identify in the comments section),Rateable data base,122,,Other (Please identify in the comments section),Rateable data base,4264,,5 - Highly Reliable,661853,,,Data Not Available,5 - Highly Reliable,1,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,497,,Yes,300,,0,,4 - Reliable,1061913,Yes,,1043426.614,,60540,,17.2,4 - Reliable,800,,3 - Less Reliable
ACC-00008584,Queenstown Lakes District Council,ART001,Arthurs Point,14,,2,,Bore,,451,,Other (Please identify in the comments section),Rateable data base,645,,Other (Please identify in the comments section),Rateable data base,8,,Other (Please identify in the comments section),Rateable data base,14,,Other (Please identify in the comments section),Rateable data base,2165,,5 - Highly Reliable,294856,,,Data Not Available,5 - Highly Reliable,1,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,729,,Yes,300,,3,,4 - Reliable,136428,Yes,,133170.95,,18219,,7.3,2 - Uncertain,750,,3 - Less Reliable
ACC-00008584,Queenstown Lakes District Council,CAR014,Cardrona Valley,15,,2,,River/stream/creek,,49,,Other (Please identify in the comments section),Rateable data base,119,,Other (Please identify in the comments section),Rateable data base,9,,Other (Please identify in the comments section),Rateable data base,11,,Other (Please identify in the comments section),Rateable data base,1237,,5 - Highly Reliable,23552,,,Data Not Available,5 - Highly Reliable,2,,5 - Highly Reliable,0,,Other (Please identify in the comments section),0.262 tonnes produced disposed of via sewer to WWTP,,2723,,Other (Please identify in the comments section),Disposed via sewer to WWTP,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,532,,Yes,300,,0,,4 - Reliable,,,Data Not Available,,Data Not Available,,Data Not Available,0,1 - Very Uncertain,,Data Not Available,3 - Less Reliable
ACC-00008584,Queenstown Lakes District Council,GLE003,Glenorchy,14,,2,,Bore,,211,,Other (Please identify in the comments section),Rateable data base,298,,Other (Please identify in the comments section),Rateable data base,11,,Other (Please identify in the comments section),Rateable data base,12,,Other (Please identify in the comments section),Rateable data base,3650,,5 - Highly Reliable,128789,,,Data Not Available,5 - Highly Reliable,1,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,388,,Yes,300,,0,,4 - Reliable,70236,Yes,,68904.77302,,6669,,10.3,2 - Uncertain,900,,3 - Less Reliable
ACC-00008584,Queenstown Lakes District Council,HAW002,Hāwea,54,,4,,Bore,,1179,,Other (Please identify in the comments section),Rateable data base,1365,,Other (Please identify in the comments section),Rateable data base,9,,Other (Please identify in the comments section),Rateable data base,12,,Other (Please identify in the comments section),Rateable data base,2892,,5 - Highly Reliable,695272,,,Data Not Available,5 - Highly Reliable,1,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,792,,Yes,300,,1,,4 - Reliable,705320,Yes,,313317.324,,43548,,7.2,4 - Reliable,750,,3 - Less Reliable
ACC-00008584,Queenstown Lakes District Council,LAK003,Lake Hayes,60,,3,,Bore,,1025,,Other (Please identify in the comments section),Rateable data base,1127,,Other (Please identify in the comments section),Rateable data base,31,,Other (Please identify in the comments section),Rateable data base,32,,Other (Please identify in the comments section),Rateable data base,520,,5 - Highly Reliable,435445,,,Data Not Available,5 - Highly Reliable,2,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,556,,Yes,300,,3,,4 - Reliable,123308,Yes,,116705.187,,838,,100,1 - Very Uncertain,650,,3 - Less Reliable
ACC-00008584,Queenstown Lakes District Council,LUG001,Luggate,12,,2,,Bore,,255,,Other (Please identify in the comments section),Rateable data base,268,,Other (Please identify in the comments section),Rateable data base,7,,Other (Please identify in the comments section),Rateable data base,9,,Other (Please identify in the comments section),Rateable data base,802,,5 - Highly Reliable,138800,,,Data Not Available,5 - Highly Reliable,1,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,484,,Yes,300,,0,,4 - Reliable,22406,Yes,,19922.67476,,9133,,2.2,2 - Uncertain,750,,3 - Less Reliable
ACC-00008584,Queenstown Lakes District Council,QUE001,Queenstown,282,,6,,Bore,,6442,,Other (Please identify in the comments section),Rateable data base,14961,,Other (Please identify in the comments section),Rateable data base,509,,Other (Please identify in the comments section),Rateable data base,1448,,Other (Please identify in the comments section),Rateable data base,40790,,5 - Highly Reliable,6190238,,,Data Not Available,5 - Highly Reliable,3,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,655,,Yes,300,,28,,4 - Reliable,2383018,Yes,,2119373.179,,402319,,6.4,4 - Reliable,750,,3 - Less Reliable
ACC-00008584,Queenstown Lakes District Council,WAN002,Wānaka,319,,2,,Lake,,6592,,Other (Please identify in the comments section),Rateable data base,8601,,Other (Please identify in the comments section),Rateable data base,269,,Other (Please identify in the comments section),Rateable data base,617,,Other (Please identify in the comments section),Rateable data base,19419,,5 - Highly Reliable,4118134,,,Data Not Available,5 - Highly Reliable,2,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,530,,Yes,300,,41,,4 - Reliable,784870,Yes,,714330.9017,,243643,,2.9,4 - Reliable,800,,3 - Less Reliable
ACC-00008584,Queenstown Lakes District Council,WAN007,Wānaka Airport,,Data Not Available,1,,Bore,,3,,Other (Please identify in the comments section),Rateable data base,3,,Other (Please identify in the comments section),Rateable data base,3,,Other (Please identify in the comments section),Rataeble data base,18,,Other (Please identify in the comments section),Rateable data base,150,,5 - Highly Reliable,16051,,,Data Not Available,5 - Highly Reliable,1,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,Yes,300,,0,,4 - Reliable,,,Data Not Available,,Data Not Available,19561,,0,2 - Uncertain,750,,3 - Less Reliable
ACC-00007503,Rangitikei District Council,BUL001,Bulls,26,,5,,Bore,,789,,Number of metered connections,,789,,Number of connections known,,124,,Number of metered connections,,124,,Number of metered connections,,2189,,3 - Less Reliable,308615,,70,,3 - Less Reliable,2,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,1 - Very Uncertain,Measure Not Applicable,,Measure Not Applicable,,3 - Less Reliable,196,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,10585,Yes,Measure Not Applicable,14336,Measure Not Applicable,10585,Measure Not Applicable,1.4,3 - Less Reliable,435,Measure Not Applicable,3 - Less Reliable
ACC-00007503,Rangitikei District Council,HUN001,Hunterville,13,,1,,Infiltration gallery,,13,,Number of metered connections,,13,,Number of connections known,,233,,Number of metered connections,,233,,Number of metered connections,,590,,3 - Less Reliable,82599,,2442,,3 - Less Reliable,2,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,1 - Very Uncertain,Measure Not Applicable,,Measure Not Applicable,,3 - Less Reliable,676,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,12410,Yes,Measure Not Applicable,45939,Measure Not Applicable,12410,Measure Not Applicable,3.7,3 - Less Reliable,269,Measure Not Applicable,3 - Less Reliable
ACC-00007503,Rangitikei District Council,MAN001,Mangaweka,9,,1,,River/stream/creek,,89,,Number of metered connections,,89,,Number of connections known,,38,,Number of metered connections,,38,,Number of metered connections,,216,,3 - Less Reliable,40851,,874,,3 - Less Reliable,1,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,1 - Very Uncertain,Measure Not Applicable,,Measure Not Applicable,,3 - Less Reliable,245,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,2555,Yes,Measure Not Applicable,7469,Measure Not Applicable,2555,Measure Not Applicable,2.9,3 - Less Reliable,470,Measure Not Applicable,3 - Less Reliable
ACC-00007503,Rangitikei District Council,MAR001,Marton,70,,2,,Lake,,2095,,Number of metered connections,,2095,,Number of connections known,,282,,Number of metered connections,,282,,Number of metered connections,,6482,,3 - Less Reliable,845851,,18076,,3 - Less Reliable,3,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,1 - Very Uncertain,Measure Not Applicable,,Measure Not Applicable,,3 - Less Reliable,513,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,71905,Yes,Measure Not Applicable,148740,Measure Not Applicable,71905,Measure Not Applicable,2.1,3 - Less Reliable,679,Measure Not Applicable,3 - Less Reliable
ACC-00007503,Rangitikei District Council,RAT001,Ratana,4,,1,,Bore,,114,,Number of metered connections,,114,,Number of connections known,,8,,Number of metered connections,,8,,Number of metered connections,,293,,3 - Less Reliable,78944,,2047,,3 - Less Reliable,1,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,1 - Very Uncertain,Measure Not Applicable,,Measure Not Applicable,,3 - Less Reliable,196,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,1460,Yes,Measure Not Applicable,15898,Measure Not Applicable,1460,Measure Not Applicable,10.9,3 - Less Reliable,1000,Measure Not Applicable,3 - Less Reliable
ACC-00007503,Rangitikei District Council,TAI001,Taihape,22,,1,,River/stream/creek,,679,,Number of metered connections,,679,,Number of connections known,,158,,Number of metered connections,,158,,Number of metered connections,,2186,,3 - Less Reliable,336639,,9459,,3 - Less Reliable,1,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,1 - Very Uncertain,Measure Not Applicable,,Measure Not Applicable,,3 - Less Reliable,833,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,39420,Yes,Measure Not Applicable,160022,Measure Not Applicable,39420,Measure Not Applicable,4.1,3 - Less Reliable,597,Measure Not Applicable,3 - Less Reliable
ACC-00008544,Rotorua Lakes Council,HAM003,Hamurana/Kaharoa,106,,1,,Spring,,845,,Estimation by residential buildings,,713,,Other (Please identify in the comments section),Rating Data,85,,Other (Please identify in the comments section),Rating Data,76,,Other (Please identify in the comments section),Rating Data,2190,,5 - Highly Reliable,820437,,386931,,5 - Highly Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,706,,Yes,200,,0,,5 - Highly Reliable,315204,No,,304361,,55696,,5.5,5 - Highly Reliable,693,,5 - Highly Reliable
ACC-00008544,Rotorua Lakes Council,MAM001,Mamaku,17,,2,,Bore,,340,,Estimation by residential buildings,WL Data,306,,Other (Please identify in the comments section),Rating Data,16,,Other (Please identify in the comments section),WL Data,16,,Other (Please identify in the comments section),Rating Data,890,,5 - Highly Reliable,108120,,10381,,5 - Highly Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,490,,Yes,200,,0,,5 - Highly Reliable,45408,No,,45408,,9128,,4.8,5 - Highly Reliable,173,,5 - Highly Reliable
ACC-00008544,Rotorua Lakes Council,NGO001,Ngongotaha,84,,1,,Spring,,2154,,Estimation by residential buildings,Rating Data,1944,,Other (Please identify in the comments section),Rating Data,112,,Other (Please identify in the comments section),Rating Data,282,,Other (Please identify in the comments section),Rating Data,5370,,5 - Highly Reliable,1101557,,130718,,5 - Highly Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,588,,Yes,200,,0,,5 - Highly Reliable,421296,No,,421296,,63949,,6.5,5 - Highly Reliable,322,,5 - Highly Reliable
ACC-00008544,Rotorua Lakes Council,REP001,Reporoa,80,,2,,Spring,,415,,Estimation by residential buildings,Rating Data,193,,Other (Please identify in the comments section),Rating Data,160,,Other (Please identify in the comments section),WL Data,125,,Other (Please identify in the comments section),Rating Data,1320,,5 - Highly Reliable,1974000,,1572316,,5 - Highly Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,665,,Yes,200,,0,,5 - Highly Reliable,338358,No,,338538,,43995,,6.9,5 - Highly Reliable,2334,,5 - Highly Reliable
ACC-00008544,Rotorua Lakes Council,ROT001,Rotorua East/Okareka,162,,1,,Spring,,4710,,Estimation by residential buildings,Rating Data,4398,,Other (Please identify in the comments section),Rating Data,186,,Other (Please identify in the comments section),Rating Data,203,,Other (Please identify in the comments section),Rating Data,12874,,5 - Highly Reliable,2067051,,224281,,5 - Highly Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,588,,Yes,200,,0,,5 - Highly Reliable,662539,No,,653280,,125667,,4.6,5 - Highly Reliable,266,,5 - Highly Reliable
ACC-00008544,Rotorua Lakes Council,ROT002,Rotoma,8,,1,,Lake,,138,,Estimation by residential buildings,Rating Data,124,,Other (Please identify in the comments section),Rating Data,6,,Other (Please identify in the comments section),Rating Data,7,,Other (Please identify in the comments section),Rating Data,240,,5 - Highly Reliable,26773,,1901,,5 - Highly Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,490,,Yes,200,,0,,5 - Highly Reliable,8972,No,,8592,,3975,,2.2,5 - Highly Reliable,228,,5 - Highly Reliable
ACC-00008544,Rotorua Lakes Council,ROT003,Rotorua Central,411,,1,,Spring,,16253,,Estimation by residential buildings,Rating Data,15198,,Other (Please identify in the comments section),StatsNZ Meshblock EST. Population overlay with RLC GIS water supply area data,1551,,Other (Please identify in the comments section),Rating Data,1376,,Other (Please identify in the comments section),Rating Data,46306,,5 - Highly Reliable,8903275,,2198746,,5 - Highly Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,599,,Yes,200,,0,,5 - Highly Reliable,2329643,No,,2273269,,453818,,5,5 - Highly Reliable,386,,5 - Highly Reliable
ACC-00008544,Rotorua Lakes Council,ROT004,Rotoiti,18,,1,,Spring,,374,,Estimation by residential buildings,Water Loss Data,312,,Other (Please identify in the comments section),Rating Data,20,,Other (Please identify in the comments section),Rating Data,20,,Other (Please identify in the comments section),Rating Data,420,,5 - Highly Reliable,89463,,6323,,5 - Highly Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,510,,Yes,200,,0,,5 - Highly Reliable,24782,No,,23408,,9113,,2.6,5 - Highly Reliable,372,,5 - Highly Reliable
ACC-00008524,Ruapehu District Council,NAT001NA,National Park,15,,1,,River/stream/creek,,276,,Other (Please identify in the comments section),Method of determining Connections: These were determined via Database Filter of Water Rates Levies from RDC Ozone (CRM) (The filter presented information into residential and non residential),316,,Other (Please identify in the comments section),Statistic taken from Water Service Delivery Plan 2025,,Data Not Available,Other (Please identify in the comments section),Non residential Unit Data Available only,44,,Other (Please identify in the comments section),Determined via Database filter of Water Rates Units from RDC ozone (CRM),240,,3 - Less Reliable,99780,,,Data Not Available,4 - Reliable,3,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,3458,,Freshwater,,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Data Not Available,,Yes,,3 - Less Reliable,410,,No,,,0,,4 - Reliable,,,,,,,,,,,,4 - Reliable
ACC-00008524,Ruapehu District Council,OHA001OH,Ohakune,38,,1,,River/stream/creek,,1509,,Other (Please identify in the comments section),Method of determining Connections: These were determined via Database Filter of Water Rates Levies from RDC Ozone (CRM) (The filter presented information into residential and non residential),1880,,Other (Please identify in the comments section),Statistic taken from Water Service Delivery Plan 2025,,Data Not Available,Other (Please identify in the comments section),Non residential Unit Data Available only,313,,Other (Please identify in the comments section),Determined via Database filter of Water Rates Units from RDC ozone (CRM),1500,,3 - Less Reliable,533185,,,Data Not Available,4 - Reliable,1,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,34973,,Land,,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Data Not Available,,Yes,,3 - Less Reliable,630,,No,,,0,,4 - Reliable,,,,,,,,,,,,4 - Reliable
ACC-00008524,Ruapehu District Council,OHU001OH,Ohura,9,,1,,River/stream/creek,,127,,Other (Please identify in the comments section),Method of determining Connections: These were determined via Database Filter of Water Rates Levies from RDC Ozone (CRM) (The filter presented information into residential and non residential),156,,Other (Please identify in the comments section),Statistic taken from Water Service Delivery Plan 2025,,Data Not Available,Other (Please identify in the comments section),Non residential Unit Data Available only,45,,Other (Please identify in the comments section),Determined via Database filter of Water Rates Units from RDC ozone (CRM),160,,3 - Less Reliable,69850,,,Data Not Available,4 - Reliable,4,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,6744,,Land,,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Data Not Available,,Data Not Available,,3 - Less Reliable,540,,No,,,0,,4 - Reliable,,,,,,,,,,,,4 - Reliable
ACC-00008524,Ruapehu District Council,OWH001OW,Owhango,30,,1,,River/stream/creek,,131,,Other (Please identify in the comments section),Method of determining Connections: These were determined via Database Filter of Water Rates Levies from RDC Ozone (CRM) (The filter presented information into residential and non residential),141,,Other (Please identify in the comments section),Statistic taken from Water Service Delivery Plan 2025,,Data Not Available,Other (Please identify in the comments section),Non residential Unit Data Available only,106,,Other (Please identify in the comments section),Determined via Database filter of Water Rates Units from RDC ozone (CRM),200,,3 - Less Reliable,138659,,,Data Not Available,4 - Reliable,3,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,40648,,Other (Please identify in the comments section),recycle,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Data Not Available,,Data Not Available,,3 - Less Reliable,316,,No,,,0,,4 - Reliable,,,,,,,,,,,,4 - Reliable
ACC-00008524,Ruapehu District Council,RAE001RA,Raetihi,24,,1,,River/stream/creek,,441,,Other (Please identify in the comments section),Method of determining Connections: These were determined via Database Filter of Water Rates Levies from RDC Ozone (CRM) (The filter presented information into residential and non residential),621,,Other (Please identify in the comments section),Statistic taken from Water Service Delivery Plan 2025,,Data Not Available,Other (Please identify in the comments section),Non residential Unit Data Available only,165,,Other (Please identify in the comments section),Determined via Database filter of Water Rates Units from RDC ozone (CRM),749,,3 - Less Reliable,273629,,,Data Not Available,4 - Reliable,2,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,43800,,Other (Please identify in the comments section),Sewer,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Data Not Available,,Yes,,3 - Less Reliable,520,,No,,,0,,4 - Reliable,,,,,,,,,,,,4 - Reliable
ACC-00008524,Ruapehu District Council,TAU003TA,Taumarunui,68,,1,,River/stream/creek,,2073,,Other (Please identify in the comments section),Method of determining Connections: These were determined via Database Filter of Water Rates Levies from RDC Ozone (CRM) (The filter presented information into residential and non residential),2911,,Other (Please identify in the comments section),Statistic taken from Water Service Delivery Plan 2025,,Data Not Available,Other (Please identify in the comments section),Non residential Unit Data Available only,393,,Other (Please identify in the comments section),Determined via Database filter of Water Rates of non residential units from RDC ozone (CRM),4870,,3 - Less Reliable,1034409,,,Data Not Available,4 - Reliable,3,,5 - Highly Reliable,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,125516,,Other (Please identify in the comments section),Sewer,,0,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Data Not Available,,Yes,,3 - Less Reliable,680,,No,,,0,,4 - Reliable,,,,,,,,,3 - Less Reliable,,,4 - Reliable
