Account ID,Org Name,Supply ID,Supply name,D-A5 Length of pipe in network (km),D-A5 Reason not available,D-A6 Number of drinking water abstraction points,D-A6 Reason not available,D-A7 Main drinking water network source type,D-A7 Comments,D-EH1.1 Number of residential connections,D-EH1.1 Reason not available,D-EH1.1 Method of determining connections,D-EH1.1 Comments,D-EH1.2 Number of residential units,D-EH1.2 Reason not available,D-EH1.2 Method of determining units,D-EH1.2 Comments,D-EH2.1 Number of non-residential connections,D-EH2.1 Reason not available,D-EH2.1 Method of determining connections,D-EH2.1 Comments,D-EH2.2 Number of non-residential units,D-EH2.2 Reason not available,D-EH2.2 Method of determining units,D-EH2.2 Comments,D-EH3 Total population served,D-EH3 Reason not available,D-A5 to D-EH3 Data confidence,D-EH4 Total volume of water supplied to network (m3/year),D-EH4 Reason not available,D-EH7 Volume of non-residential water use (m3/year),D-EH7 Reason not available,D-EH4 and D-EH7 Data confidence,D-EH8 Number of resource consents held,D-EH8 Reason not available,D-EH8 Data confidence,D-EH17 Amount of sludge produced (tonnes/year),D-EH17 Reason not available,D-EH20.1 Disposal route for sludge,D-EH20.1 Comments,D-EH20.1 Reason not available,D-EH18 Amount of backwash water used (m3/year),D-EH18 Reason not available,D-EH20.2 Disposal route for backwash water,D-EH20.2 Comments,D-EH20.2 Reason not available,D-EH19 Amount of screenings removed (tonnes/year),D-EH19 Reason not available,D-EH20.3 Disposal route for screenings,D-EH20.3 Comments,D-EH20.3 Reason not available,D-EH17 to D-EH20.3 Data confidence,D-EH21 Fish passage impeded assessment,D-EH21 Comments,D-EH22 Processes to prevent fish ingress,D-EH22 Comments,D-EH21 to D-EH22 Data confidence,D-R15 Average system pressure (kPa),D-R15 Reason not available,D-R16 Reference level for water pressure set?,D-R17 Reference level for water pressure (kPa),D-R17 Reason not available,D-R18 Number of properties below reference pressure level,D-R18 Reason not available,D-R15 to D-R18 Data confidence,D-RE1 Total drinking water loss across network (m3/year),D-RE1 Includes private water loss?,D-RE1 Reason not available,D-RE2.1 Current annual real loss - CARL (m3/year),D-RE2.1 Reason not available,D-RE2.2 Unavoidable annual real losses - UARL (m3/year),D-RE2.2 Reason not available,D-RE3 Infrastructure leakage index - ILI,D-RE1 to D-RE3 Data confidence,D-RE4 Median residential water consumption (L/connection/day),D-RE4 Reason not available,D-RE4 Data confidence
ACC-00008585,Ashburton District Council,ASH003,Ashburton,242,,8,,Bore,,9734,,Other (Please identify in the comments section),Rates - total charges/SUIDs,9558,,Other (Please identify in the comments section),Unbilled plus billed rural residential connections,877,,Number of connections known,,877,,Number of metered connections,,20450,,4 - Reliable,5413672,,516789,,4 - Reliable,3,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,400,,Yes,250,,,Data Not Available,2 - Uncertain,2192000,No,,2175000,,177340,,12.26,3 - Less Reliable,607,,3 - Less Reliable
ACC-00008585,Ashburton District Council,CHE002,Chertsey,10,,1,,Bore,,89,,Other (Please identify in the comments section),Rates - total charges/SUIDs,89,,Other (Please identify in the comments section),Unbilled plus billed rural residential connections,0,,Number of connections known,,0,,Number of metered connections,,210,,4 - Reliable,36316,,0,,4 - Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,340,,Yes,250,,,Data Not Available,2 - Uncertain,7665,Yes,,,Data Not Available,3504,,2.5,3 - Less Reliable,590,,3 - Less Reliable
ACC-00008585,Ashburton District Council,DRO001,Dromore,24,,1,,Bore,,35,,Other (Please identify in the comments section),Rates - total charges/SUIDs,35,,Other (Please identify in the comments section),Same as connections,0,,Number of connections known,,0,,Other (Please identify in the comments section),Same as connections,100,,4 - Reliable,67646,,0,,4 - Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,250,,Yes,250,,,Data Not Available,2 - Uncertain,45260,Yes,,,Data Not Available,4117,,11,3 - Less Reliable,,Data Not Available,1 - Very Uncertain
ACC-00008585,Ashburton District Council,HAK001,Hakatere,2,,1,,Bore,,109,,Other (Please identify in the comments section),Rates - total charges/SUIDs,109,,Other (Please identify in the comments section),Same as connections,0,,Number of connections known,,0,,Other (Please identify in the comments section),Same as connections,270,,4 - Reliable,15943,,0,,4 - Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,2800,,Other (Please identify in the comments section),Transferred to Ashburton wastewater treatment plant; ultimately to land,,0,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,290,,Yes,250,,,Data Not Available,2 - Uncertain,730,Yes,,,Data Not Available,1314,,0.6,3 - Less Reliable,,Data Not Available,1 - Very Uncertain
ACC-00008585,Ashburton District Council,HIN001,Hinds,8,,1,,Bore,,144,,Number of metered connections,Rates - total charges/SUIDs,144,,Number of connections known,Unbilled plus billed rural residential connections,21,,Number of connections known,,18,,Number of metered connections,,340,,4 - Reliable,94040,,10632,,4 - Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,350,,Yes,250,,,Data Not Available,2 - Uncertain,28063,No,,26179,,3448,,7.59,4 - Reliable,533,,4 - Reliable
ACC-00008585,Ashburton District Council,MAY001,Mayfield,4,,1,,Bore,,69,,Number of metered connections,,69,,Number of connections known,,14,,Number of connections known,,14,,Other (Please identify in the comments section),Same as connections,150,,4 - Reliable,24972.4,,7569,,4 - Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,330,,Yes,250,,,Data Not Available,2 - Uncertain,2408,No,,1932,,1730,,2.2,4 - Reliable,395,,4 - Reliable
ACC-00008585,Ashburton District Council,MET001,Methven,47,,1,,Infiltration gallery,,1342,,Other (Please identify in the comments section),Rates - total charges/SUIDs,1105,,Other (Please identify in the comments section),Unbilled plus billed rural residential connections,237,,Number of connections known,,237,,Number of metered connections,,2330,,4 - Reliable,1057215,,248759,,4 - Reliable,3,,5 - Highly Reliable,0,,Measure Not Applicable,,,45313,,Land,Soakage basins,,0,Measure Not Applicable,Land,Backwashed to soakage basins,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,340,,Yes,250,,,Data Not Available,2 - Uncertain,561700,No,,550900,,53470,,10.3,3 - Less Reliable,380,,4 - Reliable
ACC-00008585,Ashburton District Council,MON001,Montalto,149,,2,,River/stream/creek,,35,,Other (Please identify in the comments section),Rates - total charges/SUIDs less non-res billed,35,,Other (Please identify in the comments section),Same as connections,0,,Number of connections known,,15,,Other (Please identify in the comments section),,90,,4 - Reliable,306495,,0,,4 - Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,Yes,,Yes,,5 - Highly Reliable,200,,Yes,250,,,Data Not Available,2 - Uncertain,,,Data Not Available,,Data Not Available,,Data Not Available,,1 - Very Uncertain,,Data Not Available,1 - Very Uncertain
ACC-00008585,Ashburton District Council,MTS001,Mt Somers,14,,1,,Infiltration gallery,,123,,Other (Please identify in the comments section),Rates - total charges/SUIDs less non-res billed,123,,Other (Please identify in the comments section),Same as connections,15,,Number of connections known,,15,,Other (Please identify in the comments section),Same as connections,330,,4 - Reliable,55120,,8242,,4 - Reliable,2,,5 - Highly Reliable,0,,Measure Not Applicable,,,6411,,Land,Soakage basins,,0,Measure Not Applicable,Land,Backwashed to soakage basins,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,380,,Yes,250,,,Data Not Available,2 - Uncertain,21170,Yes,,,Data Not Available,4993,,4.2,3 - Less Reliable,341,,3 - Less Reliable
ACC-00008585,Ashburton District Council,RAK001,Rakaia,16,,1,,Bore,,638,,Other (Please identify in the comments section),Rates - total charges/SUIDs,559,,Other (Please identify in the comments section),Unbilled plus billed rural residential connections,79,,Number of connections known,,79,,Number of metered connections,,1340,,4 - Reliable,266165,,33301,,4 - Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,0,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,340,,Yes,250,,,Data Not Available,2 - Uncertain,114610,Yes,,114208,,402,,11.5,3 - Less Reliable,490,,3 - Less Reliable
ACC-00008580,Auckland Council,ATI003,Atiu Creek Regional Park,,Measure Not Applicable,1,,Lake,,6,,Number of metered connections,,2,,Number of connections known,,2,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,,,,Data Not Available,5 - Highly Reliable,1,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,AWH300,Awhitu Regional Park,,Measure Not Applicable,1,,Bore,,6,,Number of metered connections,,0,,Number of connections known,,0,,Number of connections known,,,Data Not Available,,,400,,2 - Uncertain,9074,,,Data Not Available,5 - Highly Reliable,1,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,MAH003,Mahurangi Regional Park,,Measure Not Applicable,1,,Bore,,5,,Number of metered connections,,3,,Number of connections known,,3,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,3319,,,Data Not Available,5 - Highly Reliable,1,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,MAR007,Martins Bay Holiday Camp,,Measure Not Applicable,1,,Bore,,6,,Number of metered connections,,7,,Number of connections known,,7,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,5119,,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,MIL008,Mill Bay,,Measure Not Applicable,1,,Other (Please identify in the comments section),linked supply,0,,Number of metered connections,,4,,Number of connections known,,4,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,,Data Not Available,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,,,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,MUR008,Muriwai Regional Park,,Measure Not Applicable,1,,Other (Please identify in the comments section),linked supply,7,,Number of metered connections,,4,,Number of connections known,,4,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,,Data Not Available,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,,,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,OMA015,Omana Regional Park,,Measure Not Applicable,1,,Bore,,2,,Number of metered connections,,3,,Number of connections known,,3,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,3459,,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,PIH300,Piha Domain Campground,,Measure Not Applicable,1,,Bore,,5,,Number of metered connections,,2,,Number of connections known,,2,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,5529,,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,SCA002,Scandrett Regional Park,,Measure Not Applicable,1,,Bore,,4,,Number of metered connections,,1,,Number of connections known,,1,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,900,,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,SHA002,Shakespear Regional Park,,Measure Not Applicable,1,,Other (Please identify in the comments section),linked supply,4,,Number of metered connections,,4,,Number of connections known,,,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,3308,,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,,,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,TAP007,Tapapakanga Regional Park,,Measure Not Applicable,1,,Bore,,2,,Number of metered connections,,4,,Number of connections known,,4,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,9673,,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,TAW001,Tawharanui Regional Park,,Measure Not Applicable,1,,Bore,,4,,Number of metered connections,,4,,Number of connections known,,4,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,4432,,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,WAH002,Waharau Regional Park,,Measure Not Applicable,1,,Bore,,3,,Number of metered connections,,6,,Number of connections known,,6,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,5095,,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,WAI222,Waitawa Regional Park,,Measure Not Applicable,2,,Bore,,5,,Number of metered connections,,3,,Number of connections known,,3,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,3552,,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Discharge not directly measured,,,Measure Not Applicable,,,Measure Not Applicable,4 - Reliable,No,,No,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,5 - Highly Reliable
ACC-00008580,Auckland Council,WHA018,Whangateau Camping Ground,,Measure Not Applicable,1,,Other (Please identify in the comments section),Tankered in,3,,Number of metered connections,,2,,Number of connections known,,2,,Number of connections known,,,Measure Not Applicable,,,400,,2 - Uncertain,3000,,,Data Not Available,5 - Highly Reliable,,,,,Measure Not Applicable,,,Measure Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC-00008498,Buller District Council,INA002,Inangahua Junction,24.34,,1,,Bore,,4,,Other (Please identify in the comments section),No. of Tobys less non-residential connections,22,,Other (Please identify in the comments section),Rateable residential propertiels with water,10,,Other (Please identify in the comments section),1 connection to 1 non-residential assumed,10,,Other (Please identify in the comments section),Rateable non-residential propertiels with water,100,,3 - Less Reliable,10851.8,,,Data Not Available,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,,3 - Less Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Data Not Available,,Data Not Available,,Data Not Available,,4 - Reliable,399,,2 - Uncertain
ACC-00008498,Buller District Council,LIT003,Little Wanganui,2.08,,1,,River/stream/creek,,20,,Other (Please identify in the comments section),No. of Tobys less non-residential connections,78,,Other (Please identify in the comments section),Rateable residential propertiels with water,4,,Other (Please identify in the comments section),1 connection to 1 non-residential assumed,4,,Other (Please identify in the comments section),Rateable non-residential propertiels with water,50,,3 - Less Reliable,,Data Not Available,,Data Not Available,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,No,,No,,4 - Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Data Not Available,,Data Not Available,,Data Not Available,,4 - Reliable,,Data Not Available,4 - Reliable
ACC-00008498,Buller District Council,MOK001,Mokihinui,2.43,,2,,River/stream/creek,,20,,Other (Please identify in the comments section),No. of Tobys less non-residential connections,38,,Other (Please identify in the comments section),Rateable residential propertiels with water,4,,Other (Please identify in the comments section),1 connection to 1 non-residential assumed,4,,Other (Please identify in the comments section),Rateable non-residential propertiels with water,100,,3 - Less Reliable,,Data Not Available,,Data Not Available,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,No,,No,,4 - Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Data Not Available,,Data Not Available,,Data Not Available,,4 - Reliable,,Data Not Available,4 - Reliable
ACC-00008498,Buller District Council,PUN001,Punakaiki,5.67,,1,,River/stream/creek,,23,,Other (Please identify in the comments section),No. of Tobys less non-residential connections,65,,Other (Please identify in the comments section),Rateable residential propertiels with water,7,,Other (Please identify in the comments section),1 connection to 1 non-residential assumed,7,,Other (Please identify in the comments section),Rateable non-residential propertiels with water,230,,3 - Less Reliable,21280.72,,,Data Not Available,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,Backwash disposed of via surface water channel into highway drain,,,Measure Not Applicable,Measure Not Applicable,,,3 - Less Reliable,No,,No,,4 - Reliable,250,,No,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,,,Data Not Available,,Data Not Available,,Data Not Available,,4 - Reliable,250,,3 - Less Reliable
ACC-00008498,Buller District Council,REE001,Reefton,30.98,,1,,Bore,,516,,Other (Please identify in the comments section),No. of Tobys less non-residential connections,497,,Other (Please identify in the comments section),Rateable residential propertiels with water,105,,Other (Please identify in the comments section),1 connection to 1 non-residential assumed,105,,Other (Please identify in the comments section),Rateable non-residential propertiels with water,951,,3 - Less Reliable,355383.03,,,Data Not Available,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Other (Please identify in the comments section),Backwash water disposed of into the sewer network (backwash is infrequent),,,Measure Not Applicable,Measure Not Applicable,,,3 - Less Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Data Not Available,,Data Not Available,,Data Not Available,,4 - Reliable,1005,,3 - Less Reliable
ACC-00008498,Buller District Council,WAI001,Waimangaroa,12.49,,2,,River/stream/creek,,61,,Other (Please identify in the comments section),No. of Tobys less non-residential connections,86,,Other (Please identify in the comments section),Rateable residential propertiels with water,36,,Other (Please identify in the comments section),1 connection to 1 non-residential assumed,36,,Other (Please identify in the comments section),Rateable non-residential propertiels with water,300,,3 - Less Reliable,,Data Not Available,,Data Not Available,4 - Reliable,2,,5 - Highly Reliable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,,5 - Highly Reliable,No,,No,,4 - Reliable,,Measure Not Applicable,No,,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,,,Data Not Available,,Data Not Available,,Data Not Available,,4 - Reliable,593,,2 - Uncertain
ACC-00008498,Buller District Council,WES001,Westport,124.62,,1,,River/stream/creek,,2044,,Other (Please identify in the comments section),No. of Tobys less non-residential connections,2261,,Other (Please identify in the comments section),Rateable residential propertiels with water,432,,Other (Please identify in the comments section),1 connection to 1 non-residential assumed,432,,Other (Please identify in the comments section),Rateable non-residential propertiels with water,4974,,3 - Less Reliable,1296695,,,Data Not Available,2 - Uncertain,2,,5 - Highly Reliable,,Measure Not Applicable,,,Measure Not Applicable,26620,,Other (Please identify in the comments section),Suction is used to remove the sediment from the bottom of the backwash pond and send away,,,Measure Not Applicable,Measure Not Applicable,,,4 - Reliable,Yes,,No,,4 - Reliable,800,,Yes,700,,,Measure Not Applicable,3 - Less Reliable,338300,Yes,,323300,,116370,,2.79,2 - Uncertain,687,,3 - Less Reliable
ACC-00001075,Carterton District Council,CAR001,Carterton,95,,4,,Bore,,2812,,Number of metered connections,,2812,,Other (Please identify in the comments section),rating units,230,,Other (Please identify in the comments section),"review of rating information, restidential compared to commercial...",,Data Not Available,,,5856,,4 - Reliable,840483,,67238,,3 - Less Reliable,2,,5 - Highly Reliable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,Land,"Backwash is to a natural stream through wetlands, or bag filters to landfill",,,Data Not Available,Land,,Data Not Available,3 - Less Reliable,Yes,,Yes,,4 - Reliable,580,,No,,Data Not Available,,Data Not Available,3 - Less Reliable,171525,No,,147500,,94960,,1.55,4 - Reliable,163,,4 - Reliable
ACC-00001635,Central Hawke's Bay District Council,KAI012,Kairakau Beach,3,,2,,Bore,,81,,Estimation by residential buildings,,81,,Number of connections known,,47,,Number of connections known,,47,,Number of connections known,,203,,4 - Reliable,17147,,,Data Not Available,1 - Very Uncertain,2,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Tankered to WWTP,,,Data Not Available,Other (Please identify in the comments section),Tankered to WWTP,,,Data Not Available,Landfill,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,17,,No,,Data Not Available,,Data Not Available,1 - Very Uncertain,,,Data Not Available,,Data Not Available,,Data Not Available,,1 - Very Uncertain,,Data Not Available,1 - Very Uncertain
ACC-00001635,Central Hawke's Bay District Council,POR003,Porangahau,16,,1,,Bore,,73,,Estimation by residential buildings,,73,,Number of connections known,,25,,Number of connections known,,25,,Number of connections known,,138,,4 - Reliable,70781,,,Data Not Available,1 - Very Uncertain,1,,5 - Highly Reliable,,Data Not Available,Measure Not Applicable,,,,Data Not Available,Other (Please identify in the comments section),Discharge to Wastewater network,,,Data Not Available,Landfill,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,40,,No,,Data Not Available,,Data Not Available,1 - Very Uncertain,,,Data Not Available,,Data Not Available,,Data Not Available,,1 - Very Uncertain,,Data Not Available,1 - Very Uncertain
ACC-00001635,Central Hawke's Bay District Council,TAK001,Takapau,16,,1,,Bore,,221,,Estimation by residential buildings,,221,,Number of connections known,,81,,Number of connections known,,81,,Number of connections known,,432,,4 - Reliable,153721,,,Data Not Available,1 - Very Uncertain,1,,5 - Highly Reliable,,Data Not Available,Land,,,,Data Not Available,Measure Not Applicable,,,,Data Not Available,Landfill,,,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,18,,No,,Data Not Available,,Data Not Available,1 - Very Uncertain,,,Data Not Available,,Data Not Available,,Data Not Available,,1 - Very Uncertain,,Data Not Available,1 - Very Uncertain
